,Unnamed: 0,location,dates,license,description,tags,views,comments,text_final
3790,258,Brasil,2019-08-01 18:14:56,1.0,"['foi', 'aprovado', 'com', '18', 'votos', 'favoráveis', ',', 'em', 'única', 'discussão', 'e', 'em', 'regime', 'de', 'urgência', ',', 'o', 'projeto', 'de', 'lei', 'ordinária', '(', 'plo', ')', 'nº', '27/2018', ',', 'de', 'autoria', 'do', 'vereador', 'vanderley', 'dalmolin', '(', 'mdb', ')', '.', 'o', 'plo', 'dispõe', 'sobre', 'a', 'introdução', 'de', 'texto', 'explicativo', 'nos', 'carnês', 'do', 'imposto', 'predial', 'e', 'territorial', 'urbano', '(', 'iptu', ')', ',', 'na', 'página', 'oficial', 'do', 'munícipio', 'na', 'internet', ',', 'bem', 'como', 'em', 'qualquer', 'boleto', 'de', 'cobrança', 'referente', 'ao', 'iptu', 'sobre', 'direito', 'a', 'isenção', 'deste', 'imposto', 'nos', 'casos', 'previstos', 'em', 'lei', '.', 'o', 'projeto', 'será', 'encaminhado', 'para', 'a', 'sanção', 'do', 'prefeito', '.', 'requerimentos', 'vereadora', 'pede', 'informações', 'sobre', 'o', 'programa', 'de', 'estágio', 'novos', 'valores', 'de', 'autoria', 'da', 'vereadora', 'dulce', 'amaral', '(', 'pr', ')', ',', 'foi', 'aprovado', 'com', '18', 'votos', 'favoráveis', 'o', 'requerimento', 'nº', '143/2019', '.', 'o', 'requerimento', 'destinado', 'ao', 'governador', 'do', 'estado', ',', 'com', 'cópia', 'para', 'a', 'secretaria', 'de', 'estado', 'da', 'educação', ',', 'solicita', 'as', 'seguintes', 'informações', 'sobre', 'o', 'programa', 'de', 'estágio', 'novos', 'valores', ':', 'se', 'o', 'programa', 'será', 'mantido', 'para', 'o', 'exercício', 'de', '2020', ';', 'quando', 'será', 'lançado', 'o', 'novo', 'edital', ';', 'e', 'se', 'será', 'assegurado', 'o', 'percentual', 'de', 'vagas', 'aos', 'estudantes', 'com', 'deficiência', ',', 'nos', 'termos', 'do', '§', '2.º', 'do', 'artigo', '14', 'do', 'decreto', 'n.º', '781', ',', 'de', '25', 'de', 'janeiro', 'de', '2012.', 'vereador', 'pede', 'informações', 'sobre', 'novo', 'trevo', 'entre', 'rodovias', 'antônio', 'heil', 'e', 'br-101', 'com', '18', 'votos', 'favoráveis', 'foi', 'aprovado', 'o', 'requerimento', 'nº', '147/2019', ',', 'de', 'autoria', 'do', 'vereador', 'vanderley', 'dalmolin', '(', 'mdb', ')', '.', 'o', 'parlamentar', 'solicita', 'ao', 'presidente', 'do', 'departamento', 'estadual', 'de', 'infraestrutura', '(', 'deinfra', ')', 'informações', 'sobre', 'o', 'novo', 'trevo', 'de', 'acesso', 'à', 'rodovia', 'antônio', 'heil', ',', 'na', 'br-101', '.', 'as', 'perguntas', 'são', ':', 'já', 'foram', 'iniciados', 'os', 'contatos', 'para', 'desapropriação', 'na', 'localidade', 'para', 'início', 'das', 'obras', '?', 'já', 'existem', 'novas', 'datas', 'previstas', 'para', 'início', 'e', 'conclusão', 'da', 'construção', 'do', 'novo', 'trevo', ',', 'tendo', 'em', 'vista', 'que', 'já', 'foram', 'feitas', 'as', 'adequações', 'junto', 'à', 'agência', 'nacional', 'de', 'transportes', 'terrestres', '(', 'antt', ')', 'e', 'desta', 'forma', 'o', 'estado', 'tem', 'a', 'autorização', 'para', 'os', 'contatos', 'de', 'desapropriação', '?', 'com', 'relação', 'à', 'concessionária', 'da', 'rodovia', ',', 'existem', 'pendências', 'ou', 'adequações', 'que', 'impeçam', 'o', 'início', 'das', 'obras', '?', 'uso', 'da', 'tribuna', 'deputado', 'federal', 'daniel', 'freitas', 'fala', 'de', 'ações', 'na', 'câmara', 'federal', 'o', 'deputado', 'federal', 'daniel', 'freitas', 'esteve', 'na', 'câmara', 'de', 'vereadores', 'de', 'itajaí', 'e', 'utilizou', 'a', 'tribuna', 'para', 'falar', 'de', 'seu', 'mandato', 'na', 'câmara', 'dos', 'deputados', '.', 'freitas', 'falou', 'das', 'comissões', 'que', 'participa', 'e', 'das', 'ações', 'que', 'vem', 'trabalhando', '.', 'também', 'anunciou', 'que', 'itajaí', 'vai', 'receber', 'r', '$', '200', 'mil', 'reais', 'de', 'recursos', 'do', 'ministério', 'do', 'desenvolvimento', 'regional', 'para', 'obras', 'de', 'pavimentação', '.', 'instituto', 'anjos', 'do', 'mar', 'presta', 'contas', 'na', 'câmara', 'durante', 'a', '46ª', 'sessão', 'ordinária', 'o', 'presidente', 'do', 'instituto', 'anjos', 'do', 'mar', ',', 'marcelo', 'ulysséa', ',', 'fez', 'uso', 'da', 'tribuna', 'para', 'prestar', 'contas', 'das', 'atividades', 'desenvolvidas', 'pela', 'entidade', 'em', '2018', 'e', 'primeiro', 'semestre', 'de', '2019', 'e', 'expor', 'os', 'projetos', 'em', 'planejamento', 'em', '2020.', 'o', 'instituto', 'anjos', 'do', 'mar', 'é', 'oscip', 'voltada', 'a', 'salvar', 'vidas', 'e', 'proteger', 'os', 'oceanos', '.', 'realiza', 'monitoramento', 'periódico', ',', 'capacitação', 'profissional', ',', 'educação', 'náutica', 'ambiental', 'e', 'proteção', 'dos', 'ambientes', 'aquáticos', '.']","['18ª Legislatura', '2ª Secretária', 'Airlon da Silva Jaques', 'Amarildo Antenor Vieira', 'Antônio Aldo da Silva', 'Beto Cunha', 'CIDADANIA', 'Calinho Mecânico', 'Carlos Augusto da Rosa', 'Celia Filha do Elói', 'Celia Regina da Costa', 'Claudinho', 'Cláudio dos Santos', 'Câmara Municipal', 'Câmara de Vereadores de Itajaí', 'Dulce Maria Amaral Pereira', 'Fernando Martins Pegorini', 'Gestão 2019/2020', 'Itajaí', 'Laudelino Lamim', 'Luis Fernando da Silva', 'MDB', 'Mesa Diretora', 'Movimento Democrático Brasileiro', 'Município', 'Otto Luiz Quintino Junior', 'PDT', 'PMDB', 'PP', 'PR', 'PRB', 'PSB', 'PSD', 'PSDB', 'PSL', 'Partido Democrático Trabalhista', 'Partido Republicano Brasileiro', 'Partido Social Democrata', 'Partido Social Liberal', 'Partido Socialista Brasileiro', 'Partido da República', 'Partido da Social Democracia Brasileira', 'Partido do Movimento Democrático Brasileiro', 'Paulinho Amândio', 'Paulo Manoel Vicente', 'Plenário Vereador Arno Cugnier', 'Poder Legislativo', 'Presidente', 'Progressistas', 'Renata Narcizo Machado', 'Roberto Rivelino da Cunha', 'Robison José Coelho', 'Rubens Angioletti', 'SC', 'Santa Catarina', 'Sergio Murilo Pereira', 'Sessão Ordinária', 'Solidariedade', 'Suplente', 'Tonho da Grade', 'Vanderley Dalmolin', 'Vereador', 'Vice-Presidente', '©Davi Spuldaro', 'Santa Catarina (SC)', 'Brasil']",76.0,0.0,"['foi', 'aprovado', 'com', 'votos', 'favoráveis', 'em', 'única', 'discussão', 'e', 'em', 'regime', 'de', 'urgência', 'projeto', 'de', 'lei', 'ordinária', 'plo', 'nº', 'de', 'autoria', 'vereador', 'vanderley', 'dalmolin', 'mdb', 'plo', 'dispõe', 'sobre', 'introdução', 'de', 'texto', 'explicativo', 'no', 'carnês', 'imposto', 'predial', 'e', 'territorial', 'urbano', 'iptu', 'na', 'página', 'oficial', 'munícipio', 'na', 'internet', 'bem', 'como', 'em', 'qualquer', 'boleto', 'de', 'cobrança', 'referente', 'ao', 'iptu', 'sobre', 'direito', 'isenção', 'deste', 'imposto', 'nos', 'casos', 'previstos', 'em', 'lei', 'projeto', 'será', 'encaminhado', 'para', 'sanção', 'prefeito', 'requerimentos', 'vereadora', 'pede', 'informações', 'sobre', 'programa', 'de', 'estágio', 'novos', 'valores', 'de', 'autoria', 'da', 'vereadora', 'dulce', 'amaral', 'pr', 'foi', 'aprovado', 'com', 'votos', 'favoráveis', 'requerimento', 'nº', 'requerimento', 'destinado', 'ao', 'governador', 'estado', 'com', 'cópia', 'para', 'secretaria', 'de', 'estado', 'da', 'educação', 'solicita', 'seguintes', 'informações', 'sobre', 'programa', 'de', 'estágio', 'novos', 'valores', 'se', 'programa', 'será', 'mantido', 'para', 'exercício', 'de', 'quando', 'será', 'lançado', 'novo', 'edital', 'e', 'se', 'será', 'assegurado', 'percentual', 'de', 'vagas', 'aos', 'estudantes', 'com', 'deficiência', 'nos', 'termos', 'artigo', 'decreto', 'de', 'de', 'janeiro', 'de', 'vereador', 'pede', 'informações', 'sobre', 'novo', 'trevo', 'entre', 'rodovias', 'antônio', 'heil', 'e', 'com', 'votos', 'favoráveis', 'foi', 'aprovado', 'requerimento', 'nº', 'de', 'autoria', 'vereador', 'vanderley', 'dalmolin', 'mdb', 'parlamentar', 'solicita', 'ao', 'presidente', 'departamento', 'estadual', 'de', 'infraestrutura', 'deinfra', 'informações', 'sobre', 'novo', 'trevo', 'de', 'acesso', 'à', 'rodovia', 'antônio', 'heil', 'na', 'perguntas', 'são', 'já', 'foram', 'iniciados', 'o', 'contatos', 'para', 'desapropriação', 'na', 'localidade', 'para', 'início', 'da', 'obras', 'já', 'existem', 'novas', 'data', 'previstas', 'para', 'início', 'e', 'conclusão', 'da', 'construção', 'novo', 'trevo', 'tendo', 'em', 'vista', 'que', 'já', 'foram', 'feitas', 'adequações', 'junto', 'à', 'agência', 'nacional', 'de', 'transportes', 'terrestres', 'antt', 'e', 'desta', 'forma', 'estado', 'tem', 'autorização', 'para', 'os', 'contatos', 'de', 'desapropriação', 'com', 'relação', 'à', 'concessionária', 'da', 'rodovia', 'existem', 'pendências', 'ou', 'adequações', 'que', 'impeçam', 'início', 'da', 'obras', 'uso', 'da', 'tribuna', 'deputado', 'federal', 'daniel', 'freitas', 'fala', 'de', 'ações', 'na', 'câmara', 'federal', 'deputado', 'federal', 'daniel', 'freitas', 'esteve', 'na', 'câmara', 'de', 'vereadores', 'de', 'itajaí', 'e', 'utilizou', 'tribuna', 'para', 'falar', 'de', 'seu', 'mandato', 'na', 'câmara', 'do', 'deputados', 'freitas', 'falou', 'das', 'comissões', 'que', 'participa', 'e', 'da', 'ações', 'que', 'vem', 'trabalhando', 'também', 'anunciou', 'que', 'itajaí', 'vai', 'receber', 'r', 'mil', 'reais', 'de', 'recursos', 'ministério', 'desenvolvimento', 'regional', 'para', 'obras', 'de', 'pavimentação', 'instituto', 'anjos', 'mar', 'presta', 'contas', 'na', 'câmara', 'durante', 'sessão', 'ordinária', 'presidente', 'instituto', 'anjos', 'mar', 'marcelo', 'ulysséa', 'fez', 'uso', 'da', 'tribuna', 'para', 'prestar', 'contas', 'das', 'atividades', 'desenvolvidas', 'pela', 'entidade', 'em', 'e', 'primeiro', 'semestre', 'de', 'e', 'expor', 'os', 'projetos', 'em', 'planejamento', 'em', 'instituto', 'anjos', 'mar', 'é', 'oscip', 'voltada', 'salvar', 'vidas', 'e', 'proteger', 'os', 'oceanos', 'realiza', 'monitoramento', 'periódico', 'capacitação', 'profissional', 'educação', 'náutica', 'ambiental', 'e', 'proteção', 'do', 'ambientes', 'aquáticos']"
3798,266,"Paris, France",2019-08-09 11:00:03,1.0,"['san', 'gimignano', ',', 'toscane', ';', 'florence', '2019', '.']","['Italie', 'Florence', 'Firenze Toscane', 'Tuscany']",19.0,0.0,"['san', 'gimignano', 'toscane', 'florence']"
3824,292,Brasil,2019-08-23 18:50:22,1.0,"['foto', ':', 'mídia', 'ninja']",['Amarelo'],175.0,0.0,"['foto', 'mídia', 'ninja']"
3827,295,United States,2019-07-08 10:00:59,1.0,"['exploring', 'the', 'destroyed', 'village', 'of', 'remenauville', '.', 'the', 'village', 'was', 'on', 'the', 'front', 'lines', 'starting', 'in', 'september', '1914', 'and', 'was', 'completely', 'destroyed', 'by', 'the', 'end', 'of', 'the', 'war', '.', 'it', 'was', 'decided', 'in', '1921', 'not', 'to', 'rebuild', 'the', 'village', '.']","['Remenauville', 'France']",49.0,0.0,"['explore', 'destroyed', 'village', 'remenauville', 'village', 'front', 'line', 'start', 'september', 'completely', 'destroy', 'end', 'war', 'decide', 'rebuild', 'village']"
3834,302,"Groningen, The Netherlands",2019-08-22 10:08:49,1.0,[],[],183.0,0.0,[]
3844,312,"Hortolândia, Brasil",2019-07-27 19:15:40,1.0,"['empoderamento', 'político', 'das', 'mulheres', ',', 'com', 'matilde', 'ribeiro', ',', 'parceria', 'com', 'o', 'ponto', 'de', 'cultura', 'caminhos', ',', 'de', 'hortolândia', ',', 'em', '27-07-2019', ',', 'em', 'homenagem', 'a', 'tereza', 'de', 'benguela', 'e', 'o', 'dias', 'nacional', 'da', 'mulher', 'negra']","['Empoderamento', 'mulheres', 'Ana', 'Perugini', 'deputada', 'negras', 'Tereza', 'de', 'Benguela', 'Hortolândia']",73.0,0.0,"['empoderamento', 'político', 'da', 'mulheres', 'com', 'matilde', 'ribeiro', 'parceria', 'com', 'ponto', 'de', 'cultura', 'caminhos', 'de', 'hortolândia', 'em', 'em', 'homenagem', 'tereza', 'de', 'benguela', 'e', 'dia', 'nacional', 'da', 'mulher', 'negra']"
3853,321,Brasil,2019-06-19 15:10:51,1.0,"['aconteceu', 'na', 'tarde', 'desta', 'quarta-feira', '(', '19', ')', 'a', 'entrega', 'do', 'plano', 'municipal', 'de', 'turismo', 'na', 'câmara', 'de', 'vereadores', 'de', 'itajaí', '.', 'o', 'documento', 'começou', 'a', 'ser', 'elaborado', 'em', 'agosto', 'de', '2018', 'em', 'parceria', 'com', 'o', 'serviço', 'nacional', 'de', 'aprendizagem', 'comercial', '(', 'senac', ')', ',', 'com', 'participação', 'pública', 'e', 'do', 'conselho', 'municipal', 'de', 'turismo', '.', 'estiveram', 'na', 'cerimônia', 'de', 'entrega', 'o', 'secretário', 'municipal', 'de', 'turismo', 'e', 'eventos', ',', 'evandro', 'neiva', 'oliveira', ',', 'vereadores', 'da', 'casa', ',', 'a', 'presidente', 'da', 'santur', ',', 'flávia', 'didomenico', ',', 'entre', 'outros', '.', 'o', 'evento', 'também', 'contou', 'a', 'palestra', '“', 'planejamento', 'e', 'posicionamento', 'municipal', 'do', 'turismo', '”', 'com', 'o', 'professor', 'do', 'departamento', 'de', 'engenharia', 'do', 'conhecimento', 'da', 'ufsc', ',', 'alexandre', 'biz', '.', 'agora', ',', 'com', 'o', 'plano', 'municipal', 'de', 'turismo', 'concluído', ',', 'o', 'poder', 'executivo', 'poderá', 'encaminhar', 'projeto', 'de', 'lei', 'à', 'câmara', '.', 'se', 'aprovada', ',', 'esta', 'legislação', 'vai', 'nortear', 'os', 'objetivos', ',', 'estratégias', 'e', 'ações', 'para', 'o', 'turismo', 'de', 'itajaí', 'para', 'os', 'próximos', '10', 'anos', '.']","['17ª Legislatura', 'CVI', 'Câmara Municipal', 'Câmara de Vereadores de Itajaí', 'Gestão 2013/2014', 'Gestão 2014/2015', 'Gestão 2015/2016', 'Itajaí', 'Município', 'Plano Municipal de Turismo', 'Plenarinho Vereador Elói Camilo da Costa', 'Poder Legislativo', 'Política', 'SC', 'Santa Catarina', '©Davi Spuldaro', 'Santa Catarina (SC)', 'Brasil']",10.0,0.0,"['aconteceu', 'na', 'tarde', 'desta', 'entrega', 'plano', 'municipal', 'de', 'turismo', 'na', 'câmara', 'de', 'vereadores', 'de', 'itajaí', 'documento', 'começou', 'ser', 'elaborado', 'em', 'agosto', 'de', 'em', 'parceria', 'com', 'serviço', 'nacional', 'de', 'aprendizagem', 'comercial', 'senac', 'com', 'participação', 'pública', 'e', 'conselho', 'municipal', 'de', 'turismo', 'estiveram', 'na', 'cerimônia', 'de', 'entrega', 'secretário', 'municipal', 'de', 'turismo', 'e', 'eventos', 'evandro', 'neiva', 'oliveira', 'vereadores', 'da', 'casa', 'presidente', 'da', 'santur', 'flávia', 'didomenico', 'entre', 'outros', 'evento', 'também', 'contou', 'palestra', 'planejamento', 'e', 'posicionamento', 'municipal', 'turismo', 'com', 'professor', 'departamento', 'de', 'engenharia', 'conhecimento', 'da', 'ufsc', 'alexandre', 'biz', 'agora', 'com', 'plano', 'municipal', 'de', 'turismo', 'concluído', 'poder', 'executivo', 'poderá', 'encaminhar', 'projeto', 'de', 'lei', 'à', 'câmara', 'se', 'aprovada', 'esta', 'legislação', 'vai', 'nortear', 'o', 'objetivos', 'estratégias', 'e', 'ações', 'para', 'turismo', 'de', 'itajaí', 'para', 'o', 'próximos', 'ano']"
3866,334,Sergiev-Posad,2019-09-04 09:57:23,1.0,"['4', 'сентября', '2019', 'визит', 'делегации', 'маланкарской', 'церкви', 'в', 'мда/4', 'september', '2019', 'the', 'visit', 'of', 'the', 'delegation', 'of', 'the', 'malankara', 'church', 'in', 'mda']",[],214.0,0.0,"['сентября', 'визит', 'делегации', 'маланкарской', 'церкви', 'в', 'september', 'visit', 'delegation', 'malankara', 'church', 'mda']"
3892,360,"Yukon, North of 61°,  Canada",2017-07-13 18:42:47,1.0,"['western', 'canada', 'road', 'trip', ',', 'section', '7', ':', 'interior', 'british', 'columbia']","['canada', 'British Columbia', 'barn', 'mountain', 'X-T2', 'market', '#LearnFromEXIF', 'july', 'ence', 'landscape', 'Provia', 'farm', 'Fujifilm X-T2', 'summer', '#ShowYourEXIF', 'mikofox', 'XF18-135mmF3.5-5.6R LM OIS WR']",723.0,2.0,"['western', 'canada', 'road', 'trip', 'section', 'interior', 'british', 'columbia']"
3907,375,"Magong, Taiwan",2019-09-04 16:18:51,1.0,['dcim\\panorama\\100_0004\\pan'],[],10.0,0.0,[]
3953,421,"Union City, California, USA",2019-08-20 23:35:28,1.0,"['swiss', 'alps', 'day', '4', '-', 'jungfraujoch', 'to', 'moenchsjochhutte', '-', 'wengen', 'to', 'jungfraujoch', '-', '8-21-2019']",[],30.0,0.0,"['swiss', 'alps', 'day', 'jungfraujoch', 'moenchsjochhutte', 'wengen', 'jungfraujoch']"
3963,431,"新竹縣, 台灣",2019-09-25 15:21:54,1.0,[],[],0.0,0.0,[]
3982,450,"Mortsel, Belgium",2011-08-19 15:07:10,1.0,"['borj-e', 'milad', ',', 'tehran', ',', 'iran']","['Iran', 'Tehran', 'Landscape']",129.0,0.0,"['milad', 'tehran', 'iran']"
4008,476,Italy,2018-09-08 12:10:22,1.0,[],"['Roma', '2018', 'Italia', 'Italy', 'Italien', 'Italie', 'Lazio', 'street art']",23.0,0.0,[]
4009,477,Italy,2018-09-10 14:19:54,1.0,[],"['Roma', '2018', 'Italia', 'Italie', 'Italy', 'Italien', 'Lazio', 'San Giovanni in Laterano']",26.0,0.0,[]
4011,479,Sergiev-Posad,2019-09-17 06:34:06,1.0,"['17', 'сентября', '2019', 'обретение', 'мощей', 'свт', '.', 'иоасафа', 'еп', '.', 'белгородского', '(', '1911', ')', '/', '17', 'sep', '2019uncovering', 'of', 'the', 'relics', 'of', 'st.', 'ioasaph', ',', 'bishop', 'of', 'belgorod', '(', '1911', ')', '.']",[],245.0,0.0,"['сентября', 'обретение', 'мощей', 'свт', 'иоасафа', 'еп', 'белгородского', 'sep', 'relic', 'ioasaph', 'bishop', 'belgorod']"
4014,482,"Long Eaton, England",2019-09-12 13:13:25,1.0,[],"['Knapdale Forest', 'SCOTLAND', 'YAKSTRANGLER', 'Inveraray castle', 'Argyll and Bute']",17.0,0.0,[]
4022,490,"Seattle, USA",2019-08-25 13:27:20,1.0,"['lake', 'union', 'park', '.', 'august', '24-25']","['installations', 'south lake union', 'seattle design festival', 'art', 'urbanism', 'design in public', 'south la', 'balance', 'lake union park', 'design', 'interactive installation', 'designbalance', 'seattle', 'outdoor art']",72.0,0.0,"['lake', 'union', 'park', 'august']"
4025,493,"Ypsilanti, Michigan, USA",2019-09-15 09:41:53,1.0,"['pictures', 'of', 'the', 'dressage', 'and', 'cross', 'country', 'events', 'at', 'cobblestone', 'farms', 'on', 'a', 'lovely', 'late', 'summer', 'day', '(', 'if', 'you', 'like', 'occasional', 'rain', ')', 'in', 'michigan', '.', 'my', 'niece', 'rides', 'at', 'watership', 'downs', 'stables', 'and', 'here', 'are', 'some', 'pictures', 'of', 'her', 'and', 'others', 'at', 'the', 'event', '.', 'her', 'horse', ""'s"", 'name', 'is', 'titan', '.', 'runyon', '(', 'our', 'catahoula', 'mix', ')', 'was', 'there', 'as', 'well', 'and', 'had', 'a', 'great', 'day', '.', 'taken', 'on', 'sunday', 'september', '15th', ',', '2019', '.']","['Dressage', 'Dressage Horse Riding', 'Cross Country', 'Cross Country Horse Riding', 'Horses', 'Horse Show', 'Dexter', 'Michigan', 'Dressage Show', 'Cobblestone Farms', 'Cobblestone Farms Horses', 'Watership Downs', 'Watership Downs LLC', 'Watership Downs Horses', 'Horses09152019', 'WatershipDowns09152019', 'Cobblestone Farms Dressage', 'Horse Farm', 'Riders', 'Cobblestone Farms Cross Country']",210.0,0.0,"['picture', 'dressage', 'cross', 'country', 'event', 'cobblestone', 'farm', 'lovely', 'late', 'summer', 'day', 'like', 'occasional', 'rain', 'michigan', 'niece', 'ride', 'watership', 'down', 'stable', 'picture', 'others', 'event', 'horse', 'name', 'titan', 'runyon', 'catahoula', 'mix', 'well', 'great', 'day', 'take', 'sunday', 'september']"
4044,512,"Boston, MA, United States",2019-09-20 15:30:07,1.0,"['governor', 'baker', 'joins', 'developer', 'sal', 'lupoli', ',', 'lowell', 'city', 'manager', 'eileen', 'donoghue', 'and', 'lowell', 'mayor', 'william', 'samaras', 'to', 'celebrate', 'the', 'grand', 'opening', 'of', 'the', 'thorndike', 'exchange', 'on', 'sept.', '20', ',', '2019', '.']",[],108.0,0.0,"['governor', 'baker', 'join', 'developer', 'sal', 'lupoli', 'lowell', 'city', 'manager', 'eileen', 'donoghue', 'lowell', 'mayor', 'william', 'samara', 'celebrate', 'grand', 'opening', 'thorndike', 'exchange']"
4047,515,Russia,2019-09-24 15:22:53,1.0,"['24', 'сентября', '2019', 'года']",['Совет Федерации'],45.0,0.0,"['сентября', 'года']"
4061,529,Seattle,2019-09-22 12:29:28,1.0,[],[],15.0,0.0,[]
