OTL_ID,TITLE,LICENSE,SUBJECT1,SUBJECT2,PUBLISHER,YEAR
998,Romeo and Juliet,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Oregon State University,2021
999,A Christmas Carol,Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Open Oregon Educational Resources,2020
1000,Introduction to Petrology,Attribution-NonCommercial-ShareAlike,Natural Sciences - Earth Sciences,Natural Sciences - Earth Sciences,VIVA,2021
1001,Fundamentals of Aerospace Engineering,Attribution-ShareAlike,Natural Sciences - Space Sciences,Natural Sciences - Space Sciences,Manuel Fernando Soler Arnedo,2014
1002,¡Que viva la música!: Repaso de conversación en español,Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,North Broad Press,2021
1003,Basic Hindi I,Attribution,Humanities - Languages,Humanities - Languages,Michigan State University,2021
1004,An Interactive Introduction to Organismal and Molecular Biology,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,Michigan State University,2021
1005,Foundations of Neuroscience,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,Michigan State University,2021
1006,Writing Fabulous Features,Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",The Ohio State University Pressbooks,2019
1007,Humans R Social Media - Open Textbook Edition,Attribution,"Journalism, Media Studies & Communications - New Media Journalism",Social Sciences,The University of Arizona,2021
1008,Inventory Analytics,Attribution,Computer Science - Information Systems,Computer Science - Information Systems,Roberto Rossi,2021
1011,Marine Ecology Notes,Attribution-ShareAlike,Natural Sciences,,Carsten Dormann and Arne Schroeder,2021
1012,History and Science of Cultivated Plants,Attribution-NonCommercial,Natural Sciences - Biology,Natural Sciences - Biology,Oregon State University,2021
1013,Nursing Fundamentals,Attribution,Medicine - Nursing,Medicine - Nursing,WI Technical Colleges Open Press,2020
1014,Nursing Skills,Attribution,Medicine - Nursing,Medicine - Nursing,WI Technical Colleges Open Press,2021
1025,Future Energy: Opportunities & Challenges,Attribution,Natural Sciences - Physics,Natural Sciences - Physics,The University of Tennessee Libraries,2013
1026,Writing for Change: An Advanced ELL Resource,Attribution,Humanities - History,Humanities - History,Whatcom Community College,2021
1027,Inanimate Life,Attribution-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,Milne Open Textbooks,2021
1028,Yo puedo: para empezar,Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,Milne Open Textbooks,2021
1029,Yo puedo: segundos pasos,Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,Milne Open Textbooks,2021
1030,Principles of Social Psychology - 1st International Edition,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,Social Sciences - Psychology,BCcampus,2014
1031,"Climate Lessons: Environmental, Social, Local",Attribution-NonCommercial,Natural Sciences,Social Sciences,Worcester Polytechnic Institute,2021
1035,Aerodynamics and Aircraft Performance - 3rd edition,Attribution,Engineering - Mechanical Engineering,Engineering - Mechanical Engineering,Virginia Tech Libraries,2004
1036,Knowing Home: Braiding Indigenous Science with Western Science Book 1,Attribution-NonCommercial-ShareAlike,Education,Social Sciences - Cultural & Ethnic Studies,University of Victoria,2016
1037,"Optimal, Integral, Likely Optimization, Integral Calculus, and Probability for Students of Commerce and the Social Sciences",Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Pure,"Bruno Belevan, Parham Hamidi, Nisha Malhotra, and Elyse Yeager",2020
1038,PSYC 2200: Elementary Statistics for the Behavioral and Social Sciences,Attribution-ShareAlike,Mathematics,Mathematics - Applied,LibreTexts,2021
1039,Building Democracy for All: Interactive Explorations of Government and Civic Life,Attribution-NonCommercial-ShareAlike,Education,Education - Curriculum & Instruction,EdTech Books,2020
1040,Digging into Canadian Soils: An Introduction to Soil Science,Attribution-NonCommercial,Natural Sciences - Earth Sciences,Natural Sciences - Earth Sciences,College of DuPage,2021
1041,Graduate research methods in social work,Attribution-NonCommercial-ShareAlike,Student Success,Social Sciences,Open Social Work Education,2021
1042,Introduction to Communication Systems: An Interactive Approach Using the Wolfram Language,Attribution-NonCommercial,Engineering,Engineering - Mechanical Engineering,University of Kansas Libraries,2021
1043,Political Ideologies and Worldviews: An Introduction,Attribution-NonCommercial,Social Sciences - Political Science,Social Sciences - Political Science,Kwantlen Polytechnic University,2021
1044,Introduction to Statistical Thinking,Attribution,Mathematics,Mathematics - Applied,Benjamin Yakir,2010
1045,"Fundamentals, Function, and Form: Theory and Analysis of Tonal Western Art Music",Attribution-NonCommercial,Humanities - Arts,Humanities - Arts,Milne Open Textbooks,2020
1046,Microbiology: A Laboratory Experience,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,Milne Open Textbooks,2018
1047,Engineering Statics: Open and Interactive,Attribution-NonCommercial-ShareAlike,Engineering - Mechanical Engineering,Engineering - Mechanical Engineering,Daniel Baker and William Haynes,2020
1048,The Environmental Politics and Policy of Western Public Lands,Attribution-NonCommercial,Social Sciences - Political Science,Social Sciences - Sociology,Oregon State University,2020
1049,Small Group Communication: Forming & Sustaining Teams,Attribution-NonCommercial-ShareAlike,"Journalism, Media Studies & Communications - Organizational Communication","Journalism, Media Studies & Communications - Organizational Communication",Jasmine R. Linabary,2021
1050,Oral Communication for Non-Native Speakers of English,Attribution-NonCommercial-ShareAlike,Humanities - Languages,Humanities - Languages,Iowa State University,2020
1051,"Teaching Math for Emergent Bilinguals: Building on Culture, Language, and Identity",Attribution-NonCommercial-ShareAlike,Education,Education - Elementary Education,Iowa State University,2020
1052,Food Product Development Lab Manual,Attribution-NonCommercial-ShareAlike,Natural Sciences - Chemistry,Natural Sciences - Chemistry,Iowa State University,2021
1055,Open Signals and Systems Laboratory Exercises,Attribution-NonCommercial,Engineering - Electrical Engineering,Engineering - Electrical Engineering,Iowa State University,2021
1058,Tree Steward Manual,Attribution-NonCommercial-ShareAlike,Natural Sciences,,Virginia Tech Publishing,2021
1059,Storytelling on Screen: An Online Playback Theatre Archive and Guidebook,Attribution-NonCommercial-ShareAlike,Humanities - Arts,,Virginia Tech Publishing,2021
1062,Library 160: Introduction to College-Level Research,Attribution-ShareAlike,Student Success,,Iowa State University,2021
1063,Religion in the Law: An Open Access Casebook - First Edition,Attribution-ShareAlike,Law,Law - Constitutional Law,L. Joe Dunman,2021
1064,Ports and Waterways: Navigating the changing world,Attribution-NonCommercial-ShareAlike,Engineering - Civil Engineering,Engineering - Civil Engineering,TU Delft Open,
1065,"Basic Engineering Science - A Systems, Accounting, and Modeling Approach",Attribution-NonCommercial-ShareAlike,Engineering,,Rose-Hulman Institute of Technology,2001
1066,Palabras propias,Attribution-NonCommercial,Humanities - Languages,,University of Kansas Libraries,
1067,Music in World Cultures,Attribution-NonCommercial,Humanities - Arts,Humanities - Arts,University of Arkansas,2021
1068,Introduction to Education (BETA),Attribution-NonCommercial,Education,,University of Arkansas,2021
1069,Guide to Byzantine Art,Attribution-NonCommercial-ShareAlike,Humanities,Humanities - Arts,Smarthistory,2021
1070,Deleting Dystopia: Re-Asserting Human Priorities in the Age of Surveillance Capitalism,Attribution-NonCommercial-ShareAlike,Computer Science,,University of Southern Queensland,2021
1071,Euclid's Elements Redux,Attribution-ShareAlike,Mathematics,Mathematics - Pure,Sample,2020
1072,Impact of Materials on Society,Attribution-NonCommercial,Natural Sciences,Social Sciences,University of Florida,2021
1073,Arguments in Context,Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Muhlenberg College,2021
1074,Advanced Academic Grammar for ESL Students,Attribution,Humanities - Languages,Humanities - Languages,Rebecca Al Haider,2021
1075,Public Health in Pharmacy Practice: A Casebook - 2nd Edition,Attribution,Medicine,Medicine - Pharmacology,Milne Open Textbooks,2021
1076,World Religions: the Spirit Searching,Attribution-NonCommercial-ShareAlike,Humanities - Religion,Humanities - Religion,Jody Ondich,2021
1077,Intermediate Fluid Mechanics,Attribution-NonCommercial-ShareAlike,Engineering - Mechanical Engineering,Engineering - Mechanical Engineering,Oregon State University,2021
1078,Intermediate Statistics with R,Attribution-NonCommercial,Mathematics,Mathematics - Applied,Montana State University,2021
1079,Advanced Public Speaking,Attribution,"Journalism, Media Studies & Communications",,University of Arkansas,2021
1081,CITOYEN.NE.S: Conversation en Français,Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,Portland State University Library,2021
1082,Basic Concepts of Structural Design for Architecture Students,Attribution-NonCommercial,Engineering - Civil Engineering,Engineering - Civil Engineering,Portland State University Library,2021
1083,Mostly Harmless Statistics,Attribution-ShareAlike,Mathematics,Mathematics - Applied,Portland State University Library,2021
1084,Human Development,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,Social Sciences - Psychology,Portland State University Library,2021
1085,Tutt* a tavola! Volume 1,Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,UMass Amherst,2021
1086,Tutt* a tavola! Volume 2,Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,UMass Amherst,2021
1087,Negotiating Climate Change in Crisis,Attribution,Natural Sciences,Social Sciences,Steffen Böhm and Sian Sullivan,2021
1088,The Primacy of the Public,Attribution-NonCommercial,Humanities - Philosophy,Humanities - Philosophy,College of DuPage,2021
1089,Learning in the Digital Age,Attribution,Education - Higher Education,Education - Distance Education,Oklahoma State University,2020
1090,The Bright Continent: African Art History,Attribution-NonCommercial-ShareAlike,Humanities - Arts,Humanities - Arts,MSL Academic Endeavors,2018
1091,"Genetics, Agriculture, and Biotechnology",Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,Iowa State University,2021
1092,Visuals for influence: in project management and beyond,Attribution-NonCommercial-ShareAlike,Business,Business - Management,University of Southern Queensland,2021
1093,Introduction to Narrative Journalism,Attribution-NonCommercial,"Journalism, Media Studies & Communications - Print Journalism","Journalism, Media Studies & Communications - Print Journalism",UM-Dearborn Open Education,2021
1094,"Liquidity, Markets and Trading in Action",Attribution,Business - Finance,Business - Finance,Springer,2022
1095,Humanizing Science through STEAM Challenges,Attribution-NonCommercial,Education,,Iowa State University,2021
1100,Malayalam: A University Course and Reference Grammar . - Fourth Edition,Attribution-ShareAlike,Humanities - Languages,Humanities - Languages,The Center for Asian Studies at The University of Texas at Austin,2002
1101,Fundamentals of Music Theory,Attribution-NonCommercial-ShareAlike,Humanities - Arts,Humanities - Arts,University of Edinburgh,2021
1102,"Understanding the “General Principles of Food Hygiene” (including  GHP and HACCP) published in 2020 by Codex Alimentarius, and its applications on food industry and catering in Taiwan",Attribution-NonCommercial-ShareAlike,Medicine - Nutrition,Medicine - Nutrition,"Software Liberty Association, Taiwan",2021
1103,A Practical Approach to Understanding Music Theory - 1st,Attribution-NonCommercial,Humanities - Arts,,University of North Alabama,2022
1104,Ancient Greek I: A 21st Century Approach,Attribution,Humanities,Humanities - Arts,Open Book Publishers,2021
1105,A Possession Forever: A Guide to Using Commemorative Memorials and Monuments in the Classroom,Attribution-ShareAlike,Humanities - History,Humanities - History,University of Southern Queensland,2021
1106,Elementary Mandarin,Attribution-NonCommercial-ShareAlike,Humanities - Languages,Humanities - Languages,LibreTexts,2019
1107,"Technology, Media Literacy, and the Human Subject: A Posthuman Approach",Attribution,"Journalism, Media Studies & Communications - New Media Journalism","Journalism, Media Studies & Communications - New Media Journalism",Open Book Publishers,2021
1108,Culturas hispanas a través de la pantalla / Hispanic Cultures Through the Screen,Attribution-NonCommercial-ShareAlike,Humanities - Languages,Humanities - Languages,Minnesota Libraries Publishing Project,2021
1109,Documentary Making for Digital Humanists,Attribution-NonCommercial,Humanities - Arts,Humanities - Arts,Open Book Publishers,2021
1110,Foundations of American Education: A Critical Lens,Attribution-NonCommercial-ShareAlike,Education,Humanities - History,VIVA,2021
1111,Introduction to Entrepreneurship,Attribution-NonCommercial-ShareAlike,Business,,Kwantlen Polytechnic University,2021
1112,How Arguments Work - A Guide to Writing and Analyzing Texts in College,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",LibreTexts,2021
1113,Neuroscience for Pre-Clinical Students,Attribution-NonCommercial-ShareAlike,Medicine,,Virginia Tech Publishing,2022
1114,It’s All Greek to Me! Using Authentic Readings to Improve Knowledge of the English Language and Western Culture,Attribution-NonCommercial-ShareAlike,Humanities,Humanities - Languages,The University of Tennessee Libraries,2019
1115,America: The User’s Manual - Second Edition,Attribution-NonCommercial,Social Sciences - Political Science,Social Sciences - Political Science,Tekakwitha Press,2022
1116,Introduction to Philosophy: Epistemology,Attribution,Humanities - Philosophy,Humanities - Philosophy,Rebus Community,2021
1118,Making and Being,Attribution-ShareAlike,Education - Curriculum & Instruction,Education - Curriculum & Instruction,Pioneer Works Press,2019
1119,Organic Chemistry I,Attribution-NonCommercial-ShareAlike,Natural Sciences - Chemistry,Natural Sciences - Chemistry,Kwantlen Polytechnic University,2021
1120,Building with Nature & Beyond: Principles for designing nature based engineering solutions,Attribution-NonCommercial-ShareAlike,Engineering,Natural Sciences,TU Delft Open,2021
1121,Evidence-based Software Engineering,Attribution-ShareAlike,Computer Science - Databases,Computer Science - Databases,Knowledge Software,2020
1122,Effective Professional Communication: A Rhetorical Approach,Attribution-NonCommercial-ShareAlike,"Journalism, Media Studies & Communications - Organizational Communication",Student Success,University of Saskatchewan,2021
1123,Gendered Lives: Global Issues,Attribution,Social Sciences,Social Sciences - Gender & Sexuality Studies,Milne Open Textbooks,2021
1124,Surveying and Mapping,Attribution-NonCommercial-ShareAlike,Natural Sciences - Earth Sciences,Natural Sciences - Earth Sciences,TU Delft Open,2021
1125,Writing Guide with Handbook,Attribution,Student Success,"Humanities - Literature, Rhetoric, and Poetry",OpenStax,2021
1126,Introduction to Philosophy: Aesthetic Theory and Practice,Attribution,Humanities,Humanities - Arts,Rebus Community,2021
1127,Write or Left,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry",Student Success,Sybil Priebe,2016
1129,Salón de Clase: Intermediate Spanish for Education Professionals,Attribution-NonCommercial,Education,Humanities - Languages,University of Iowa,2021
1130,Informed Arguments: A Guide to Writing and Research - Revised Second Edition,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry","Terri Pantuso, Sarah LeMire, and Kathy Anders",2022
1131,Reflexiones sobre nuestra lengua,Attribution-NonCommercial-ShareAlike,Humanities - Languages,Humanities - Languages,The University of Texas Rio Grande Valley,2020
1132,The Australian Handbook for Careers in Psychological Science,Attribution-NonCommercial,Student Success,Social Sciences - Psychology,University of Southern Queensland,2022
1133,Veterinary Preventive Medicine,Attribution-NonCommercial,Medicine - Veterinary Medicine,Medicine - Veterinary Medicine,University of Minnesota Libraries Publishing,2022
1134,Beginning Spanish ¡Empecemos por aquí!,Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,Portland State University Library,2021
1135,"Applying the International Classification of Functioning, Disability & Health: A Team-Based/Project Based Course for Undergraduate Students",Attribution-NonCommercial-ShareAlike,Medicine,,East Tennessee State University,2021
1136,Teaching Early and Elementary STEM,Attribution-NonCommercial,Education,Education - Elementary Education,East Tennessee State University,2021
1137,The Story of Earth: An Observational Guide,Attribution-NonCommercial-ShareAlike,Natural Sciences - Earth Sciences,Natural Sciences - Earth Sciences,University of Houston,2021
1138,An Introduction to African and Afro-Diasporic Peoples and Influences in British Literature and Culture before the Industrial Revolution,Attribution-NonCommercial-ShareAlike,Humanities,Humanities - History,University System of Georgia,2021
1139,forall x: Calgary,Attribution,Humanities - Philosophy,Humanities - Philosophy,University of Calgary,2020
1140,forall x: Dortmund,Attribution,Humanities - Philosophy,Humanities - Philosophy,Simpson University,2021
1141,Para Todxs: Natal,Attribution,Humanities - Philosophy,Humanities - Philosophy,Grupo de Estudos em Lógica da UFRN,2022
1142,Mathematics Methods for Early Childhood,Attribution,Education,Education - Curriculum & Instruction,Fort Hays State University,2021
1143,German 101 - 1,Attribution,Humanities - Languages,,University of North Alabama,2022
1145,Botany in Hawaiʻi,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,Leeward Community College,
1146,Building Information - Representation and Management: Principles and Foundations for the Digital Era,Attribution-NonCommercial-ShareAlike,Computer Science - Information Systems,Computer Science - Information Systems,TU Delft Open,2022
1147,Medical Terminology for Healthcare Professions,Attribution,Medicine,,University of West Florida Pressbooks,2021
1148,Digital Marketing Strategy,Attribution-NonCommercial-ShareAlike,Business - Marketing,Business - Marketing,Concordia University Open Textbooks,2021
1149,Case Studies in Community Psychology Practice: A Global Lens,Attribution,Social Sciences - Psychology,Social Sciences - Psychology,Rebus Community,2022
1150,Introduction to Anthropology,Attribution,Social Sciences - Anthropology,Social Sciences - Anthropology,OpenStax,2022
1151,Cardiovascular Pathophysiology for Pre-Clinical Students,Attribution-NonCommercial-ShareAlike,Medicine - Clinical Physiology,Medicine - Clinical Physiology,Virginia Tech Libraries,2022
1153,Introduction to Applied Statistics for Psychology Students,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Applied,University of Saskatchewan,2022
1155,The Asynchronous Cookbook,Attribution-NonCommercial-ShareAlike,Education,Education - Curriculum & Instruction,"Office of Digital Learning & Inquiry, Middlebury College",2021
1156,Pulmonary Physiology for Pre-Clinical Students,Attribution-NonCommercial-ShareAlike,Medicine - Clinical Physiology,Medicine - Clinical Physiology,Virginia Tech Publishing,2022
1157,Pulmonary Pathophysiology for Pre-Clinical Students,Attribution-NonCommercial-ShareAlike,Medicine - Clinical Physiology,,Virginia Tech Publishing,2022
1158,"Introduction to Art: Design, Context, and Meaning",Attribution-ShareAlike,Humanities - Arts,Humanities - Arts,University of North Georgia Press,2016
1159,Fizyka dla szkół wyższych Tom 1,Attribution,Natural Sciences - Physics,Natural Sciences - Physics,OpenStax,2017
1160,Fizyka dla szkół wyższych Tom 2,Attribution,Natural Sciences - Physics,Natural Sciences - Physics,OpenStax,2017
1161,Fizyka dla szkół wyższych Tom 3,Attribution,Natural Sciences - Physics,Natural Sciences - Physics,OpenStax,2017
1162,Psychologia,Attribution,Social Sciences - Psychology,Social Sciences - Psychology,OpenStax,2020
1163,Geology Online Lab Activities: An Open Educational Resource for Community College Students and Instructors,Attribution-NonCommercial-ShareAlike,Natural Sciences - Earth Sciences,Natural Sciences - Earth Sciences,CUNY Academic Works,2022
1164,Modelo Kaizen en el sector público: Kaizen model in the public sector,Attribution-NonCommercial-ShareAlike,Social Sciences - Economics,Social Sciences - Economics,Editorial Grupo AEA,2022
1165,Research Methods for Criminal  Justice Students,Attribution-NonCommercial-ShareAlike,Student Success,Social Sciences - Sociology,Monica Williams,2022
1166,La política petrolera en el gobierno de la revolución ciudadana: El caso del Campo Sacha,Attribution-NonCommercial-ShareAlike,Social Sciences - Political Science,Social Sciences - Political Science,Editorial Grupo AEA,2022
1167,Patterns for Beginning Programmers,Attribution,Computer Science - Programming Languages,Computer Science - Programming Languages,James Madison University,2022
1168,Theological Questions,Attribution-NonCommercial,Humanities,Humanities - Philosophy,Todd Hanneken,2021
1169,Urban Literacy: Learning to Read the City Around You,Attribution-NonCommercial,Social Sciences - Geography,Social Sciences - Geography,Portland State University Library,2021
1170,"American Encounters: Art, History, and Cultural Identity",Attribution-NonCommercial-ShareAlike,Humanities - Arts,,Washington University Libraries,2018
1171,"Food Studies: Matter, Meaning, Movement",Attribution-NonCommercial-ShareAlike,Natural Sciences,Social Sciences - Cultural & Ethnic Studies,eCampusOntario,2022
1172,Reflective Practice in Early Years Education,Attribution-NonCommercial-ShareAlike,Education - Early Childhood,,Fanshawe College Pressboks,2022
1174,Conservation techniques,Attribution,Natural Sciences,,Rutgers University Library Press,2022
1175,Arcade Expression Crash Course with COVID-19 data,Attribution,Natural Sciences - Earth Sciences,Social Sciences - Geography,Wing Cheung,2022
1176,Women Worldwide: Transnational Feminist Perspectives - 2nd Edition,Attribution,Social Sciences - Gender & Sexuality Studies,,Oregon State University,2022
1179,Introduction to Political Science,Attribution,Social Sciences - Political Science,,OpenStax,2022
1180,Principles of Finance,Attribution,Business - Finance,,OpenStax,
1185,"Dress, Appearance, and Diversity in U.S. Society",Attribution,Social Sciences - Cultural & Ethnic Studies,Humanities - Arts,Iowa State University,2020
1186,A la defensa del disenso - 1st Edition,Attribution-NonCommercial,Social Sciences - Political Science,Social Sciences - Political Science,Oregon State University,2021
1187,Opening Eyes onto Inclusion and Diversity,Attribution-NonCommercial,Education - Early Childhood,Education - Curriculum & Instruction,University of Southern Queensland,2019
1188,Technology in Schools,Attribution-NonCommercial,Education - Curriculum & Instruction,Computer Science - Information Systems,hackscience.education,2022
1189,Properties and Behavior of Soil – Online Lab Manual,Attribution-NonCommercial,Natural Sciences - Earth Sciences,Natural Sciences - Earth Sciences,Mavs Open Press,2021
1190,Critical Thinking in Academic Research,Attribution-ShareAlike,Education - Higher Education,Education - Higher Education,Minnesota State Colleges and Universities,2022
1191,Statistics for Research Students,Attribution,Mathematics,,University of Southern Queensland,2022
1192,How To Do Science - Revised Edition,Attribution-NonCommercial-ShareAlike,Natural Sciences,Education,University of Southern Queensland,2022
1193,Intermediate College Writing: Building and Practicing Mindful Writing Skills,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Montana Technological Unviersity,2022
1194,Principles of Epidemiology,Attribution-ShareAlike,Medicine - Public Health,,Minnesota State Colleges and Universities,
1195,Beginning Korean 1,Attribution-NonCommercial,Humanities - Languages,,University of Iowa,2022
1196,The Science of Plants,Attribution-NonCommercial,Natural Sciences - Biology,,University of Minnesota Libraries Publishing,2022
1197,Mathematical Modeling and Simulation with MATLAB,Attribution-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,University of Alaska Southeast,2021
1198,Essentials of Exercise and Sport Psychology: An Open Access Textbook,Attribution,Social Sciences - Psychology,,"Society for Transparency, Openness, and Replication in Kinesiology",2021
1199,Análisis Científico de la Ética desde la Perspectiva Multidisciplinaria,Attribution-NonCommercial-ShareAlike,Social Sciences - Sociology,Business - Human Resources,Editorial Grupo AEA,2022
1200,The Science of Sleep,Attribution,Medicine,Natural Sciences - Biology,Kapi'olani Community College,2022
1201,Anatomy and Physiology 2 Lab Manual,Attribution,Natural Sciences - Biology,,Kapi'olani Community College,2022
1203,A Guide to MATLAB for ME 160,Attribution-NonCommercial-ShareAlike,Engineering - Mechanical Engineering,Engineering - Mechanical Engineering,Iowa State University,2022
1205,"Tutorials of Visual Graphic Communication Programs for Interior Design, Volume 2",Attribution-NonCommercial,Humanities - Arts,,Iowa State University,2022
1207,"Individual and Family Development, Health, and Well-being",Attribution-ShareAlike,Social Sciences - Sociology,Social Sciences - Sociology,Iowa State University,2022
1213,Manual de Redacción,Attribution-NonCommercial,Humanities - Languages,,Mavs Open Press,2021
1214,Comparisons of the Codex Alimentarius Principles of Nutrition Labelling and Relevant Guidelines of Taiwan and the United States,Attribution-NonCommercial-ShareAlike,Medicine - Nutrition,,"Software Liberty Association, Taiwan",2022
1216,Leading Innovation,Attribution-NonCommercial-ShareAlike,Business - Entrepreneurship,Business - Marketing,eCampusOntario,2022
1217,Customer Centric Strategy,Attribution-NonCommercial-ShareAlike,Business - Marketing,Business - Marketing,eCampusOntario,2021
1219,"Construction Contracting: Business and Legal Principles, Second Edition - Second Edition",Attribution-NonCommercial-ShareAlike,Law - Contract Law,Engineering,Virginia Tech Libraries,2002
1220,Microbiomes: Health and the Environment,Attribution,Natural Sciences - Biology,,Mavs Open Press,2022
1221,Introduction to Financial Analysis,Attribution,Business - Finance,,Open Touro,2022
1222,Tort Law: Cases and Commentaries - 2nd Edition,Attribution-ShareAlike,Law - Civil Law,,CanLII: Canadian Legal Information Institute,2021
1223,Big Data for Epidemiology: Applied Data Analysis Using National Health Surveys,Attribution,Medicine - Public Health,Mathematics - Statistics,Mavs Open Press,2022
1224,Tea Time Linear Algebra Explorations in Mathematics - 2nd Edition,Attribution-ShareAlike,Mathematics - Algebra,Mathematics - Pure,Leon Q. Brin,2022
1225,Reading the Bible as Literature: A Journey,Attribution-NonCommercial-ShareAlike,Humanities - Religion,"Humanities - Literature, Rhetoric, and Poetry",Minnesota State Colleges and Universities,2022
1226,Mathematics for Biomedical Physics,Attribution,Mathematics - Applied,Natural Sciences - Physics,Wayne State University Library System,2022
1227,"The American Journalism Handbook: Concepts, Issues, and Skills - 1st Ed.",Attribution-NonCommercial,"Journalism, Media Studies & Communications - New Media Journalism",,UMass Amherst,2022
1228,The International Journalism Handbook - 1st Ed.,Attribution-NonCommercial,"Journalism, Media Studies & Communications - Print Journalism","Journalism, Media Studies & Communications - New Media Journalism",University of Massachusetts Amherst Libraries,2022
1229,Reading Rhetorical Theory,Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry","Journalism, Media Studies & Communications",University of Minnesota Libraries Publishing,2022
1230,Nursing: Mental Health and Community Concepts,Attribution,Medicine - Nursing,,Chippewa Valley Technical College,2022
1231,Where Does Art Come From?,Attribution,Humanities,Humanities - Arts,Mavs Open Press,2022
1232,Basic Algebra with Applications - 5th Edition,Attribution-ShareAlike,Mathematics,Mathematics - Algebra,Ivan G. Zaigralin,2020
1233,Para vivir con salud,Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry",Humanities - Languages,Kathryn Joy McKnight and Jill Kuhnheim,2022
1236,Compact Anthology of World Literature II,Attribution-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry",,University System of Georgia,2022
1237,The Fundamentals of Healthcare Administration: Navigating Challenges and Coordinating Care,Attribution-ShareAlike,Medicine - Public Health,Business - Management,University of North Georgia Press,2021
1238,Healthcare in the  United States: Navigating the Basics of a Complex System,Attribution-ShareAlike,Medicine,,University of North Georgia Press,2022
1239,Overview of: Healthcare Compliance,Attribution-ShareAlike,Medicine - Public Health,Medicine - Public Health,University of North Georgia Press,2021
1240,Principles of Managerial Accounting,Attribution-ShareAlike,Business - Accounting,,University of North Georgia Press,2017
1241,"Public Policy: Origins, Practice, and Analysis",Attribution-ShareAlike,Social Sciences - Political Science,,University of North Georgia Press,
1242,Human Anatomy: Self-Assessment Review Questions,Attribution,Medicine - Anatomy,Medicine - Anatomy,Virginia Tech Publishing,2022
1243,The Art of Polynomial Interpolation,Attribution-NonCommercial,Mathematics - Applied,Mathematics - Analysis,Pennsylvania State University,
1244,Policy Analysis of Multi-Actor System - Second Edition,Attribution-NonCommercial-ShareAlike,Business,Social Sciences,TU Delft Open,2022
1245,American Literatures Prior to 1865,Attribution-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry",,University of Missouri - St. Louis,2022
1246,Learning from Arguments: An Introduction to Philosophy,Attribution-NonCommercial,Humanities - Philosophy,,PhilPapers Foundation,2022
1247,"Enhancing Inclusion, Diversity, Equity and Accessibility (IDEA) in Open Educational Resources (OER) - Australian Edition",Attribution-NonCommercial-ShareAlike,Education,Student Success,University of Southern Queensland,2022
1248,Advanced Algebra v. 1.0,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Pure,,2012
1249,Game Based and Adaptive Learning Strategies,Attribution-NonCommercial,Computer Science,Education - Curriculum & Instruction,Minnesota State Colleges and Universities,2022
1250,Building Information Modeling using Revit for Architects and Engineers,Attribution,Engineering - Civil Engineering,Engineering - Civil Engineering,Mavs Open Press,2022
1251,Resultados Científicos de la Investigación Multidisciplinaria desde la Perspectiva Ética,Attribution-NonCommercial-ShareAlike,Humanities,Social Sciences,Editorial Grupo AEA,2022
